Date Key,Calender Date Start,Calender Date End,Weekday Number,Day,Day Abbreviated,Day Of Month,Is Weekend,Is Weekday,Month Of Year,Month,Month Abbreviated,Year
268,25/09/1993 00:00,25/09/1993 23:59,6,Saturday,Sat,25,1,0,9,September,Sep,1993
269,26/09/1993 00:00,26/09/1993 23:59,0,Sunday,Sun,26,1,0,9,September,Sep,1993
270,27/09/1993 00:00,27/09/1993 23:59,1,Monday,Mon,27,0,1,9,September,Sep,1993
271,28/09/1993 00:00,28/09/1993 23:59,2,Tuesday,Tue,28,0,1,9,September,Sep,1993
272,29/09/1993 00:00,29/09/1993 23:59,3,Wednesday,Wed,29,0,1,9,September,Sep,1993
273,30/09/1993 00:00,30/09/1993 23:59,4,Thursday,Thu,30,0,1,9,September,Sep,1993
274,01/10/1993 00:00,01/10/1993 23:59,5,Friday,Fri,1,0,1,10,October,Oct,1993
275,02/10/1993 00:00,02/10/1993 23:59,6,Saturday,Sat,2,1,0,10,October,Oct,1993
276,03/10/1993 00:00,03/10/1993 23:59,0,Sunday,Sun,3,1,0,10,October,Oct,1993
277,04/10/1993 00:00,04/10/1993 23:59,1,Monday,Mon,4,0,1,10,October,Oct,1993
278,05/10/1993 00:00,05/10/1993 23:59,2,Tuesday,Tue,5,0,1,10,October,Oct,1993
279,06/10/1993 00:00,06/10/1993 23:59,3,Wednesday,Wed,6,0,1,10,October,Oct,1993
280,07/10/1993 00:00,07/10/1993 23:59,4,Thursday,Thu,7,0,1,10,October,Oct,1993
281,08/10/1993 00:00,08/10/1993 23:59,5,Friday,Fri,8,0,1,10,October,Oct,1993
282,09/10/1993 00:00,09/10/1993 23:59,6,Saturday,Sat,9,1,0,10,October,Oct,1993
283,10/10/1993 00:00,10/10/1993 23:59,0,Sunday,Sun,10,1,0,10,October,Oct,1993
284,11/10/1993 00:00,11/10/1993 23:59,1,Monday,Mon,11,0,1,10,October,Oct,1993
285,12/10/1993 00:00,12/10/1993 23:59,2,Tuesday,Tue,12,0,1,10,October,Oct,1993
286,13/10/1993 00:00,13/10/1993 23:59,3,Wednesday,Wed,13,0,1,10,October,Oct,1993
287,14/10/1993 00:00,14/10/1993 23:59,4,Thursday,Thu,14,0,1,10,October,Oct,1993
288,15/10/1993 00:00,15/10/1993 23:59,5,Friday,Fri,15,0,1,10,October,Oct,1993
289,16/10/1993 00:00,16/10/1993 23:59,6,Saturday,Sat,16,1,0,10,October,Oct,1993
290,17/10/1993 00:00,17/10/1993 23:59,0,Sunday,Sun,17,1,0,10,October,Oct,1993
291,18/10/1993 00:00,18/10/1993 23:59,1,Monday,Mon,18,0,1,10,October,Oct,1993
292,19/10/1993 00:00,19/10/1993 23:59,2,Tuesday,Tue,19,0,1,10,October,Oct,1993
293,20/10/1993 00:00,20/10/1993 23:59,3,Wednesday,Wed,20,0,1,10,October,Oct,1993
294,21/10/1993 00:00,21/10/1993 23:59,4,Thursday,Thu,21,0,1,10,October,Oct,1993
295,22/10/1993 00:00,22/10/1993 23:59,5,Friday,Fri,22,0,1,10,October,Oct,1993
296,23/10/1993 00:00,23/10/1993 23:59,6,Saturday,Sat,23,1,0,10,October,Oct,1993
297,24/10/1993 00:00,24/10/1993 23:59,0,Sunday,Sun,24,1,0,10,October,Oct,1993
298,25/10/1993 00:00,25/10/1993 23:59,1,Monday,Mon,25,0,1,10,October,Oct,1993
299,26/10/1993 00:00,26/10/1993 23:59,2,Tuesday,Tue,26,0,1,10,October,Oct,1993
300,27/10/1993 00:00,27/10/1993 23:59,3,Wednesday,Wed,27,0,1,10,October,Oct,1993
301,28/10/1993 00:00,28/10/1993 23:59,4,Thursday,Thu,28,0,1,10,October,Oct,1993
302,29/10/1993 00:00,29/10/1993 23:59,5,Friday,Fri,29,0,1,10,October,Oct,1993
303,30/10/1993 00:00,30/10/1993 23:59,6,Saturday,Sat,30,1,0,10,October,Oct,1993
304,31/10/1993 00:00,31/10/1993 23:59,0,Sunday,Sun,31,1,0,10,October,Oct,1993
305,01/11/1993 00:00,01/11/1993 23:59,1,Monday,Mon,1,0,1,11,November,Nov,1993
306,02/11/1993 00:00,02/11/1993 23:59,2,Tuesday,Tue,2,0,1,11,November,Nov,1993
307,03/11/1993 00:00,03/11/1993 23:59,3,Wednesday,Wed,3,0,1,11,November,Nov,1993
308,04/11/1993 00:00,04/11/1993 23:59,4,Thursday,Thu,4,0,1,11,November,Nov,1993
309,05/11/1993 00:00,05/11/1993 23:59,5,Friday,Fri,5,0,1,11,November,Nov,1993
310,06/11/1993 00:00,06/11/1993 23:59,6,Saturday,Sat,6,1,0,11,November,Nov,1993
311,07/11/1993 00:00,07/11/1993 23:59,0,Sunday,Sun,7,1,0,11,November,Nov,1993
312,08/11/1993 00:00,08/11/1993 23:59,1,Monday,Mon,8,0,1,11,November,Nov,1993
313,09/11/1993 00:00,09/11/1993 23:59,2,Tuesday,Tue,9,0,1,11,November,Nov,1993
314,10/11/1993 00:00,10/11/1993 23:59,3,Wednesday,Wed,10,0,1,11,November,Nov,1993
315,11/11/1993 00:00,11/11/1993 23:59,4,Thursday,Thu,11,0,1,11,November,Nov,1993
316,12/11/1993 00:00,12/11/1993 23:59,5,Friday,Fri,12,0,1,11,November,Nov,1993
317,13/11/1993 00:00,13/11/1993 23:59,6,Saturday,Sat,13,1,0,11,November,Nov,1993
318,14/11/1993 00:00,14/11/1993 23:59,0,Sunday,Sun,14,1,0,11,November,Nov,1993
319,15/11/1993 00:00,15/11/1993 23:59,1,Monday,Mon,15,0,1,11,November,Nov,1993
320,16/11/1993 00:00,16/11/1993 23:59,2,Tuesday,Tue,16,0,1,11,November,Nov,1993
321,17/11/1993 00:00,17/11/1993 23:59,3,Wednesday,Wed,17,0,1,11,November,Nov,1993
322,18/11/1993 00:00,18/11/1993 23:59,4,Thursday,Thu,18,0,1,11,November,Nov,1993
323,19/11/1993 00:00,19/11/1993 23:59,5,Friday,Fri,19,0,1,11,November,Nov,1993
324,20/11/1993 00:00,20/11/1993 23:59,6,Saturday,Sat,20,1,0,11,November,Nov,1993
325,21/11/1993 00:00,21/11/1993 23:59,0,Sunday,Sun,21,1,0,11,November,Nov,1993
326,22/11/1993 00:00,22/11/1993 23:59,1,Monday,Mon,22,0,1,11,November,Nov,1993
327,23/11/1993 00:00,23/11/1993 23:59,2,Tuesday,Tue,23,0,1,11,November,Nov,1993
328,24/11/1993 00:00,24/11/1993 23:59,3,Wednesday,Wed,24,0,1,11,November,Nov,1993
329,25/11/1993 00:00,25/11/1993 23:59,4,Thursday,Thu,25,0,1,11,November,Nov,1993
330,26/11/1993 00:00,26/11/1993 23:59,5,Friday,Fri,26,0,1,11,November,Nov,1993
331,27/11/1993 00:00,27/11/1993 23:59,6,Saturday,Sat,27,1,0,11,November,Nov,1993
332,28/11/1993 00:00,28/11/1993 23:59,0,Sunday,Sun,28,1,0,11,November,Nov,1993
333,29/11/1993 00:00,29/11/1993 23:59,1,Monday,Mon,29,0,1,11,November,Nov,1993
334,30/11/1993 00:00,30/11/1993 23:59,2,Tuesday,Tue,30,0,1,11,November,Nov,1993
335,01/12/1993 00:00,01/12/1993 23:59,3,Wednesday,Wed,1,0,1,12,December,Dec,1993
336,02/12/1993 00:00,02/12/1993 23:59,4,Thursday,Thu,2,0,1,12,December,Dec,1993
337,03/12/1993 00:00,03/12/1993 23:59,5,Friday,Fri,3,0,1,12,December,Dec,1993
338,04/12/1993 00:00,04/12/1993 23:59,6,Saturday,Sat,4,1,0,12,December,Dec,1993
339,05/12/1993 00:00,05/12/1993 23:59,0,Sunday,Sun,5,1,0,12,December,Dec,1993
340,06/12/1993 00:00,06/12/1993 23:59,1,Monday,Mon,6,0,1,12,December,Dec,1993
341,07/12/1993 00:00,07/12/1993 23:59,2,Tuesday,Tue,7,0,1,12,December,Dec,1993
342,08/12/1993 00:00,08/12/1993 23:59,3,Wednesday,Wed,8,0,1,12,December,Dec,1993
343,09/12/1993 00:00,09/12/1993 23:59,4,Thursday,Thu,9,0,1,12,December,Dec,1993
344,10/12/1993 00:00,10/12/1993 23:59,5,Friday,Fri,10,0,1,12,December,Dec,1993
345,11/12/1993 00:00,11/12/1993 23:59,6,Saturday,Sat,11,1,0,12,December,Dec,1993
346,12/12/1993 00:00,12/12/1993 23:59,0,Sunday,Sun,12,1,0,12,December,Dec,1993
347,13/12/1993 00:00,13/12/1993 23:59,1,Monday,Mon,13,0,1,12,December,Dec,1993
348,14/12/1993 00:00,14/12/1993 23:59,2,Tuesday,Tue,14,0,1,12,December,Dec,1993
349,15/12/1993 00:00,15/12/1993 23:59,3,Wednesday,Wed,15,0,1,12,December,Dec,1993
350,16/12/1993 00:00,16/12/1993 23:59,4,Thursday,Thu,16,0,1,12,December,Dec,1993
351,17/12/1993 00:00,17/12/1993 23:59,5,Friday,Fri,17,0,1,12,December,Dec,1993
352,18/12/1993 00:00,18/12/1993 23:59,6,Saturday,Sat,18,1,0,12,December,Dec,1993
353,19/12/1993 00:00,19/12/1993 23:59,0,Sunday,Sun,19,1,0,12,December,Dec,1993
354,20/12/1993 00:00,20/12/1993 23:59,1,Monday,Mon,20,0,1,12,December,Dec,1993
355,21/12/1993 00:00,21/12/1993 23:59,2,Tuesday,Tue,21,0,1,12,December,Dec,1993
356,22/12/1993 00:00,22/12/1993 23:59,3,Wednesday,Wed,22,0,1,12,December,Dec,1993
357,23/12/1993 00:00,23/12/1993 23:59,4,Thursday,Thu,23,0,1,12,December,Dec,1993
358,24/12/1993 00:00,24/12/1993 23:59,5,Friday,Fri,24,0,1,12,December,Dec,1993
359,25/12/1993 00:00,25/12/1993 23:59,6,Saturday,Sat,25,1,0,12,December,Dec,1993
360,26/12/1993 00:00,26/12/1993 23:59,0,Sunday,Sun,26,1,0,12,December,Dec,1993
361,27/12/1993 00:00,27/12/1993 23:59,1,Monday,Mon,27,0,1,12,December,Dec,1993
362,28/12/1993 00:00,28/12/1993 23:59,2,Tuesday,Tue,28,0,1,12,December,Dec,1993
363,29/12/1993 00:00,29/12/1993 23:59,3,Wednesday,Wed,29,0,1,12,December,Dec,1993
364,30/12/1993 00:00,30/12/1993 23:59,4,Thursday,Thu,30,0,1,12,December,Dec,1993
365,31/12/1993 00:00,31/12/1993 23:59,5,Friday,Fri,31,0,1,12,December,Dec,1993
366,01/01/1994 00:00,01/01/1994 23:59,6,Saturday,Sat,1,1,0,1,January,Jan,1994
367,02/01/1994 00:00,02/01/1994 23:59,0,Sunday,Sun,2,1,0,1,January,Jan,1994
368,03/01/1994 00:00,03/01/1994 23:59,1,Monday,Mon,3,0,1,1,January,Jan,1994
369,04/01/1994 00:00,04/01/1994 23:59,2,Tuesday,Tue,4,0,1,1,January,Jan,1994
370,05/01/1994 00:00,05/01/1994 23:59,3,Wednesday,Wed,5,0,1,1,January,Jan,1994
371,06/01/1994 00:00,06/01/1994 23:59,4,Thursday,Thu,6,0,1,1,January,Jan,1994
372,07/01/1994 00:00,07/01/1994 23:59,5,Friday,Fri,7,0,1,1,January,Jan,1994
373,08/01/1994 00:00,08/01/1994 23:59,6,Saturday,Sat,8,1,0,1,January,Jan,1994
374,09/01/1994 00:00,09/01/1994 23:59,0,Sunday,Sun,9,1,0,1,January,Jan,1994
375,10/01/1994 00:00,10/01/1994 23:59,1,Monday,Mon,10,0,1,1,January,Jan,1994
376,11/01/1994 00:00,11/01/1994 23:59,2,Tuesday,Tue,11,0,1,1,January,Jan,1994
377,12/01/1994 00:00,12/01/1994 23:59,3,Wednesday,Wed,12,0,1,1,January,Jan,1994
378,13/01/1994 00:00,13/01/1994 23:59,4,Thursday,Thu,13,0,1,1,January,Jan,1994
379,14/01/1994 00:00,14/01/1994 23:59,5,Friday,Fri,14,0,1,1,January,Jan,1994
380,15/01/1994 00:00,15/01/1994 23:59,6,Saturday,Sat,15,1,0,1,January,Jan,1994
381,16/01/1994 00:00,16/01/1994 23:59,0,Sunday,Sun,16,1,0,1,January,Jan,1994
382,17/01/1994 00:00,17/01/1994 23:59,1,Monday,Mon,17,0,1,1,January,Jan,1994
383,18/01/1994 00:00,18/01/1994 23:59,2,Tuesday,Tue,18,0,1,1,January,Jan,1994
384,19/01/1994 00:00,19/01/1994 23:59,3,Wednesday,Wed,19,0,1,1,January,Jan,1994
385,20/01/1994 00:00,20/01/1994 23:59,4,Thursday,Thu,20,0,1,1,January,Jan,1994
386,21/01/1994 00:00,21/01/1994 23:59,5,Friday,Fri,21,0,1,1,January,Jan,1994
387,22/01/1994 00:00,22/01/1994 23:59,6,Saturday,Sat,22,1,0,1,January,Jan,1994
388,23/01/1994 00:00,23/01/1994 23:59,0,Sunday,Sun,23,1,0,1,January,Jan,1994
389,24/01/1994 00:00,24/01/1994 23:59,1,Monday,Mon,24,0,1,1,January,Jan,1994
390,25/01/1994 00:00,25/01/1994 23:59,2,Tuesday,Tue,25,0,1,1,January,Jan,1994
391,26/01/1994 00:00,26/01/1994 23:59,3,Wednesday,Wed,26,0,1,1,January,Jan,1994
392,27/01/1994 00:00,27/01/1994 23:59,4,Thursday,Thu,27,0,1,1,January,Jan,1994
393,28/01/1994 00:00,28/01/1994 23:59,5,Friday,Fri,28,0,1,1,January,Jan,1994
394,29/01/1994 00:00,29/01/1994 23:59,6,Saturday,Sat,29,1,0,1,January,Jan,1994
395,30/01/1994 00:00,30/01/1994 23:59,0,Sunday,Sun,30,1,0,1,January,Jan,1994
396,31/01/1994 00:00,31/01/1994 23:59,1,Monday,Mon,31,0,1,1,January,Jan,1994
397,01/02/1994 00:00,01/02/1994 23:59,2,Tuesday,Tue,1,0,1,2,February,Feb,1994
398,02/02/1994 00:00,02/02/1994 23:59,3,Wednesday,Wed,2,0,1,2,February,Feb,1994
399,03/02/1994 00:00,03/02/1994 23:59,4,Thursday,Thu,3,0,1,2,February,Feb,1994
400,04/02/1994 00:00,04/02/1994 23:59,5,Friday,Fri,4,0,1,2,February,Feb,1994
401,05/02/1994 00:00,05/02/1994 23:59,6,Saturday,Sat,5,1,0,2,February,Feb,1994
402,06/02/1994 00:00,06/02/1994 23:59,0,Sunday,Sun,6,1,0,2,February,Feb,1994
403,07/02/1994 00:00,07/02/1994 23:59,1,Monday,Mon,7,0,1,2,February,Feb,1994
404,08/02/1994 00:00,08/02/1994 23:59,2,Tuesday,Tue,8,0,1,2,February,Feb,1994
405,09/02/1994 00:00,09/02/1994 23:59,3,Wednesday,Wed,9,0,1,2,February,Feb,1994
406,10/02/1994 00:00,10/02/1994 23:59,4,Thursday,Thu,10,0,1,2,February,Feb,1994
407,11/02/1994 00:00,11/02/1994 23:59,5,Friday,Fri,11,0,1,2,February,Feb,1994
408,12/02/1994 00:00,12/02/1994 23:59,6,Saturday,Sat,12,1,0,2,February,Feb,1994
409,13/02/1994 00:00,13/02/1994 23:59,0,Sunday,Sun,13,1,0,2,February,Feb,1994
410,14/02/1994 00:00,14/02/1994 23:59,1,Monday,Mon,14,0,1,2,February,Feb,1994
411,15/02/1994 00:00,15/02/1994 23:59,2,Tuesday,Tue,15,0,1,2,February,Feb,1994
412,16/02/1994 00:00,16/02/1994 23:59,3,Wednesday,Wed,16,0,1,2,February,Feb,1994
413,17/02/1994 00:00,17/02/1994 23:59,4,Thursday,Thu,17,0,1,2,February,Feb,1994
414,18/02/1994 00:00,18/02/1994 23:59,5,Friday,Fri,18,0,1,2,February,Feb,1994
415,19/02/1994 00:00,19/02/1994 23:59,6,Saturday,Sat,19,1,0,2,February,Feb,1994
416,20/02/1994 00:00,20/02/1994 23:59,0,Sunday,Sun,20,1,0,2,February,Feb,1994
417,21/02/1994 00:00,21/02/1994 23:59,1,Monday,Mon,21,0,1,2,February,Feb,1994
418,22/02/1994 00:00,22/02/1994 23:59,2,Tuesday,Tue,22,0,1,2,February,Feb,1994
419,23/02/1994 00:00,23/02/1994 23:59,3,Wednesday,Wed,23,0,1,2,February,Feb,1994
420,24/02/1994 00:00,24/02/1994 23:59,4,Thursday,Thu,24,0,1,2,February,Feb,1994
421,25/02/1994 00:00,25/02/1994 23:59,5,Friday,Fri,25,0,1,2,February,Feb,1994
422,26/02/1994 00:00,26/02/1994 23:59,6,Saturday,Sat,26,1,0,2,February,Feb,1994
423,27/02/1994 00:00,27/02/1994 23:59,0,Sunday,Sun,27,1,0,2,February,Feb,1994
424,28/02/1994 00:00,28/02/1994 23:59,1,Monday,Mon,28,0,1,2,February,Feb,1994
425,01/03/1994 00:00,01/03/1994 23:59,2,Tuesday,Tue,1,0,1,3,March,Mar,1994
426,02/03/1994 00:00,02/03/1994 23:59,3,Wednesday,Wed,2,0,1,3,March,Mar,1994
427,03/03/1994 00:00,03/03/1994 23:59,4,Thursday,Thu,3,0,1,3,March,Mar,1994
428,04/03/1994 00:00,04/03/1994 23:59,5,Friday,Fri,4,0,1,3,March,Mar,1994
429,05/03/1994 00:00,05/03/1994 23:59,6,Saturday,Sat,5,1,0,3,March,Mar,1994
430,06/03/1994 00:00,06/03/1994 23:59,0,Sunday,Sun,6,1,0,3,March,Mar,1994
431,07/03/1994 00:00,07/03/1994 23:59,1,Monday,Mon,7,0,1,3,March,Mar,1994
432,08/03/1994 00:00,08/03/1994 23:59,2,Tuesday,Tue,8,0,1,3,March,Mar,1994
433,09/03/1994 00:00,09/03/1994 23:59,3,Wednesday,Wed,9,0,1,3,March,Mar,1994
434,10/03/1994 00:00,10/03/1994 23:59,4,Thursday,Thu,10,0,1,3,March,Mar,1994
435,11/03/1994 00:00,11/03/1994 23:59,5,Friday,Fri,11,0,1,3,March,Mar,1994
436,12/03/1994 00:00,12/03/1994 23:59,6,Saturday,Sat,12,1,0,3,March,Mar,1994
437,13/03/1994 00:00,13/03/1994 23:59,0,Sunday,Sun,13,1,0,3,March,Mar,1994
438,14/03/1994 00:00,14/03/1994 23:59,1,Monday,Mon,14,0,1,3,March,Mar,1994
439,15/03/1994 00:00,15/03/1994 23:59,2,Tuesday,Tue,15,0,1,3,March,Mar,1994
440,16/03/1994 00:00,16/03/1994 23:59,3,Wednesday,Wed,16,0,1,3,March,Mar,1994
441,17/03/1994 00:00,17/03/1994 23:59,4,Thursday,Thu,17,0,1,3,March,Mar,1994
442,18/03/1994 00:00,18/03/1994 23:59,5,Friday,Fri,18,0,1,3,March,Mar,1994
443,19/03/1994 00:00,19/03/1994 23:59,6,Saturday,Sat,19,1,0,3,March,Mar,1994
444,20/03/1994 00:00,20/03/1994 23:59,0,Sunday,Sun,20,1,0,3,March,Mar,1994
445,21/03/1994 00:00,21/03/1994 23:59,1,Monday,Mon,21,0,1,3,March,Mar,1994
446,22/03/1994 00:00,22/03/1994 23:59,2,Tuesday,Tue,22,0,1,3,March,Mar,1994
447,23/03/1994 00:00,23/03/1994 23:59,3,Wednesday,Wed,23,0,1,3,March,Mar,1994
448,24/03/1994 00:00,24/03/1994 23:59,4,Thursday,Thu,24,0,1,3,March,Mar,1994
449,25/03/1994 00:00,25/03/1994 23:59,5,Friday,Fri,25,0,1,3,March,Mar,1994
450,26/03/1994 00:00,26/03/1994 23:59,6,Saturday,Sat,26,1,0,3,March,Mar,1994
451,27/03/1994 00:00,27/03/1994 23:59,0,Sunday,Sun,27,1,0,3,March,Mar,1994
452,28/03/1994 00:00,28/03/1994 23:59,1,Monday,Mon,28,0,1,3,March,Mar,1994
453,29/03/1994 00:00,29/03/1994 23:59,2,Tuesday,Tue,29,0,1,3,March,Mar,1994
454,30/03/1994 00:00,30/03/1994 23:59,3,Wednesday,Wed,30,0,1,3,March,Mar,1994
455,31/03/1994 00:00,31/03/1994 23:59,4,Thursday,Thu,31,0,1,3,March,Mar,1994
456,01/04/1994 00:00,01/04/1994 23:59,5,Friday,Fri,1,0,1,4,April,Apr,1994
457,02/04/1994 00:00,02/04/1994 23:59,6,Saturday,Sat,2,1,0,4,April,Apr,1994
458,03/04/1994 00:00,03/04/1994 23:59,0,Sunday,Sun,3,1,0,4,April,Apr,1994
459,04/04/1994 00:00,04/04/1994 23:59,1,Monday,Mon,4,0,1,4,April,Apr,1994
460,05/04/1994 00:00,05/04/1994 23:59,2,Tuesday,Tue,5,0,1,4,April,Apr,1994
461,06/04/1994 00:00,06/04/1994 23:59,3,Wednesday,Wed,6,0,1,4,April,Apr,1994
462,07/04/1994 00:00,07/04/1994 23:59,4,Thursday,Thu,7,0,1,4,April,Apr,1994
463,08/04/1994 00:00,08/04/1994 23:59,5,Friday,Fri,8,0,1,4,April,Apr,1994
464,09/04/1994 00:00,09/04/1994 23:59,6,Saturday,Sat,9,1,0,4,April,Apr,1994
465,10/04/1994 00:00,10/04/1994 23:59,0,Sunday,Sun,10,1,0,4,April,Apr,1994
466,11/04/1994 00:00,11/04/1994 23:59,1,Monday,Mon,11,0,1,4,April,Apr,1994
467,12/04/1994 00:00,12/04/1994 23:59,2,Tuesday,Tue,12,0,1,4,April,Apr,1994
468,13/04/1994 00:00,13/04/1994 23:59,3,Wednesday,Wed,13,0,1,4,April,Apr,1994
469,14/04/1994 00:00,14/04/1994 23:59,4,Thursday,Thu,14,0,1,4,April,Apr,1994
470,15/04/1994 00:00,15/04/1994 23:59,5,Friday,Fri,15,0,1,4,April,Apr,1994
471,16/04/1994 00:00,16/04/1994 23:59,6,Saturday,Sat,16,1,0,4,April,Apr,1994
472,17/04/1994 00:00,17/04/1994 23:59,0,Sunday,Sun,17,1,0,4,April,Apr,1994
473,18/04/1994 00:00,18/04/1994 23:59,1,Monday,Mon,18,0,1,4,April,Apr,1994
474,19/04/1994 00:00,19/04/1994 23:59,2,Tuesday,Tue,19,0,1,4,April,Apr,1994
475,20/04/1994 00:00,20/04/1994 23:59,3,Wednesday,Wed,20,0,1,4,April,Apr,1994
476,21/04/1994 00:00,21/04/1994 23:59,4,Thursday,Thu,21,0,1,4,April,Apr,1994
477,22/04/1994 00:00,22/04/1994 23:59,5,Friday,Fri,22,0,1,4,April,Apr,1994
478,23/04/1994 00:00,23/04/1994 23:59,6,Saturday,Sat,23,1,0,4,April,Apr,1994
479,24/04/1994 00:00,24/04/1994 23:59,0,Sunday,Sun,24,1,0,4,April,Apr,1994
480,25/04/1994 00:00,25/04/1994 23:59,1,Monday,Mon,25,0,1,4,April,Apr,1994
481,26/04/1994 00:00,26/04/1994 23:59,2,Tuesday,Tue,26,0,1,4,April,Apr,1994
482,27/04/1994 00:00,27/04/1994 23:59,3,Wednesday,Wed,27,0,1,4,April,Apr,1994
483,28/04/1994 00:00,28/04/1994 23:59,4,Thursday,Thu,28,0,1,4,April,Apr,1994
484,29/04/1994 00:00,29/04/1994 23:59,5,Friday,Fri,29,0,1,4,April,Apr,1994
485,30/04/1994 00:00,30/04/1994 23:59,6,Saturday,Sat,30,1,0,4,April,Apr,1994
486,01/05/1994 00:00,01/05/1994 23:59,0,Sunday,Sun,1,1,0,5,May,May,1994
487,02/05/1994 00:00,02/05/1994 23:59,1,Monday,Mon,2,0,1,5,May,May,1994
488,03/05/1994 00:00,03/05/1994 23:59,2,Tuesday,Tue,3,0,1,5,May,May,1994
489,04/05/1994 00:00,04/05/1994 23:59,3,Wednesday,Wed,4,0,1,5,May,May,1994
490,05/05/1994 00:00,05/05/1994 23:59,4,Thursday,Thu,5,0,1,5,May,May,1994
491,06/05/1994 00:00,06/05/1994 23:59,5,Friday,Fri,6,0,1,5,May,May,1994
492,07/05/1994 00:00,07/05/1994 23:59,6,Saturday,Sat,7,1,0,5,May,May,1994
493,08/05/1994 00:00,08/05/1994 23:59,0,Sunday,Sun,8,1,0,5,May,May,1994
494,09/05/1994 00:00,09/05/1994 23:59,1,Monday,Mon,9,0,1,5,May,May,1994
495,10/05/1994 00:00,10/05/1994 23:59,2,Tuesday,Tue,10,0,1,5,May,May,1994
496,11/05/1994 00:00,11/05/1994 23:59,3,Wednesday,Wed,11,0,1,5,May,May,1994
497,12/05/1994 00:00,12/05/1994 23:59,4,Thursday,Thu,12,0,1,5,May,May,1994
498,13/05/1994 00:00,13/05/1994 23:59,5,Friday,Fri,13,0,1,5,May,May,1994
499,14/05/1994 00:00,14/05/1994 23:59,6,Saturday,Sat,14,1,0,5,May,May,1994
500,15/05/1994 00:00,15/05/1994 23:59,0,Sunday,Sun,15,1,0,5,May,May,1994
501,16/05/1994 00:00,16/05/1994 23:59,1,Monday,Mon,16,0,1,5,May,May,1994
502,17/05/1994 00:00,17/05/1994 23:59,2,Tuesday,Tue,17,0,1,5,May,May,1994
503,18/05/1994 00:00,18/05/1994 23:59,3,Wednesday,Wed,18,0,1,5,May,May,1994
504,19/05/1994 00:00,19/05/1994 23:59,4,Thursday,Thu,19,0,1,5,May,May,1994
505,20/05/1994 00:00,20/05/1994 23:59,5,Friday,Fri,20,0,1,5,May,May,1994
506,21/05/1994 00:00,21/05/1994 23:59,6,Saturday,Sat,21,1,0,5,May,May,1994
507,22/05/1994 00:00,22/05/1994 23:59,0,Sunday,Sun,22,1,0,5,May,May,1994
508,23/05/1994 00:00,23/05/1994 23:59,1,Monday,Mon,23,0,1,5,May,May,1994
509,24/05/1994 00:00,24/05/1994 23:59,2,Tuesday,Tue,24,0,1,5,May,May,1994
510,25/05/1994 00:00,25/05/1994 23:59,3,Wednesday,Wed,25,0,1,5,May,May,1994
511,26/05/1994 00:00,26/05/1994 23:59,4,Thursday,Thu,26,0,1,5,May,May,1994
512,27/05/1994 00:00,27/05/1994 23:59,5,Friday,Fri,27,0,1,5,May,May,1994
513,28/05/1994 00:00,28/05/1994 23:59,6,Saturday,Sat,28,1,0,5,May,May,1994
514,29/05/1994 00:00,29/05/1994 23:59,0,Sunday,Sun,29,1,0,5,May,May,1994
515,30/05/1994 00:00,30/05/1994 23:59,1,Monday,Mon,30,0,1,5,May,May,1994
516,31/05/1994 00:00,31/05/1994 23:59,2,Tuesday,Tue,31,0,1,5,May,May,1994
517,01/06/1994 00:00,01/06/1994 23:59,3,Wednesday,Wed,1,0,1,6,June,Jun,1994
518,02/06/1994 00:00,02/06/1994 23:59,4,Thursday,Thu,2,0,1,6,June,Jun,1994
519,03/06/1994 00:00,03/06/1994 23:59,5,Friday,Fri,3,0,1,6,June,Jun,1994
520,04/06/1994 00:00,04/06/1994 23:59,6,Saturday,Sat,4,1,0,6,June,Jun,1994
521,05/06/1994 00:00,05/06/1994 23:59,0,Sunday,Sun,5,1,0,6,June,Jun,1994
522,06/06/1994 00:00,06/06/1994 23:59,1,Monday,Mon,6,0,1,6,June,Jun,1994
523,07/06/1994 00:00,07/06/1994 23:59,2,Tuesday,Tue,7,0,1,6,June,Jun,1994
524,08/06/1994 00:00,08/06/1994 23:59,3,Wednesday,Wed,8,0,1,6,June,Jun,1994
525,09/06/1994 00:00,09/06/1994 23:59,4,Thursday,Thu,9,0,1,6,June,Jun,1994
526,10/06/1994 00:00,10/06/1994 23:59,5,Friday,Fri,10,0,1,6,June,Jun,1994
527,11/06/1994 00:00,11/06/1994 23:59,6,Saturday,Sat,11,1,0,6,June,Jun,1994
528,12/06/1994 00:00,12/06/1994 23:59,0,Sunday,Sun,12,1,0,6,June,Jun,1994
529,13/06/1994 00:00,13/06/1994 23:59,1,Monday,Mon,13,0,1,6,June,Jun,1994
530,14/06/1994 00:00,14/06/1994 23:59,2,Tuesday,Tue,14,0,1,6,June,Jun,1994
531,15/06/1994 00:00,15/06/1994 23:59,3,Wednesday,Wed,15,0,1,6,June,Jun,1994
532,16/06/1994 00:00,16/06/1994 23:59,4,Thursday,Thu,16,0,1,6,June,Jun,1994
533,17/06/1994 00:00,17/06/1994 23:59,5,Friday,Fri,17,0,1,6,June,Jun,1994
534,18/06/1994 00:00,18/06/1994 23:59,6,Saturday,Sat,18,1,0,6,June,Jun,1994
535,19/06/1994 00:00,19/06/1994 23:59,0,Sunday,Sun,19,1,0,6,June,Jun,1994
